repeat,fold,feature_set,model,best_inner_auc,best_params
5,4,prior_plus_locked7,lightgbm,0.5755823697000167,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
5,4,prior_plus_locked7,random_forest,0.6018204290263114,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,0,prior_core,xgboost,0.5271074241662478,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
6,0,prior_core,lightgbm,0.48910675381263624,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
6,0,prior_core,random_forest,0.5385453326629797,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,0,prior_plus_locked7,xgboost,0.5633379420144126,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
6,0,prior_plus_locked7,lightgbm,0.5236299648064354,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
6,0,prior_plus_locked7,random_forest,0.584642617730853,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,1,prior_core,xgboost,0.45200687112451815,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
6,1,prior_core,lightgbm,0.4659900284900285,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
6,1,prior_core,random_forest,0.4909921233450645,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,1,prior_plus_locked7,xgboost,0.581510809451986,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
6,1,prior_plus_locked7,lightgbm,0.5493233618233618,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
6,1,prior_plus_locked7,random_forest,0.5926344896933132,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
6,2,prior_core,xgboost,0.48815359477124176,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
6,2,prior_core,lightgbm,0.4586056644880175,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
6,2,prior_core,random_forest,0.49321266968325794,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
6,2,prior_plus_locked7,xgboost,0.6042295123177477,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
6,2,prior_plus_locked7,lightgbm,0.5656108597285068,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
6,2,prior_plus_locked7,random_forest,0.577394419306184,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
6,3,prior_core,xgboost,0.48470755823697,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
6,3,prior_core,lightgbm,0.4999685771744595,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
6,3,prior_core,random_forest,0.5285005027652087,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,3,prior_plus_locked7,xgboost,0.6054550025138261,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
6,3,prior_plus_locked7,lightgbm,0.6175632646220881,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
6,3,prior_plus_locked7,random_forest,0.6342697335344394,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,4,prior_core,xgboost,0.5026290430702196,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
6,4,prior_core,lightgbm,0.46893329981565274,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
6,4,prior_core,random_forest,0.5300821183174125,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
6,4,prior_plus_locked7,xgboost,0.5132080610021786,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
6,4,prior_plus_locked7,lightgbm,0.5057084799731859,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
6,4,prior_plus_locked7,random_forest,0.5745244679068209,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
7,0,prior_core,xgboost,0.5121815820345232,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
7,0,prior_core,lightgbm,0.5281967487849841,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
7,0,prior_core,random_forest,0.5504231607172784,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
7,0,prior_plus_locked7,xgboost,0.5334548349254231,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
7,0,prior_plus_locked7,lightgbm,0.5269503100385453,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
7,0,prior_plus_locked7,random_forest,0.5863185017596781,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
7,1,prior_core,xgboost,0.5418028322440087,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
7,1,prior_core,lightgbm,0.5450289089994972,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
7,1,prior_core,random_forest,0.5377388134741077,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
7,1,prior_plus_locked7,xgboost,0.5777295961119491,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
7,1,prior_plus_locked7,lightgbm,0.5815841293782471,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
7,1,prior_plus_locked7,random_forest,0.5985419808949222,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
7,2,prior_core,xgboost,0.5104009552538964,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
7,2,prior_core,lightgbm,0.517156862745098,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
7,2,prior_core,random_forest,0.5414571811630635,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
7,2,prior_plus_locked7,xgboost,0.6027212166918049,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
7,2,prior_plus_locked7,lightgbm,0.588036282889224,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
7,2,prior_plus_locked7,random_forest,0.6089219875984582,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
7,3,prior_core,xgboost,0.5396765543824368,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
7,3,prior_core,lightgbm,0.5268246187363834,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
7,3,prior_core,random_forest,0.5544243338360986,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
7,3,prior_plus_locked7,xgboost,0.6469331322272498,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
7,3,prior_plus_locked7,lightgbm,0.628655522037875,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
7,3,prior_plus_locked7,random_forest,0.6644670688788336,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
7,4,prior_core,xgboost,0.5188327467739233,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
7,4,prior_core,lightgbm,0.4955798558739735,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
7,4,prior_core,random_forest,0.4699807273336685,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
7,4,prior_plus_locked7,xgboost,0.5739798055974527,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
7,4,prior_plus_locked7,lightgbm,0.525002094855036,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
7,4,prior_plus_locked7,random_forest,0.5380739902798727,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
8,0,prior_core,xgboost,0.48904390816155524,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
8,0,prior_core,lightgbm,0.5198906485671191,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
8,0,prior_core,random_forest,0.5156171442936148,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
8,0,prior_plus_locked7,xgboost,0.5683655941008882,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
8,0,prior_plus_locked7,lightgbm,0.5801805765041059,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
8,0,prior_plus_locked7,random_forest,0.5879420144126026,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
8,1,prior_core,xgboost,0.5632017764370705,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
8,1,prior_core,lightgbm,0.5278196748784985,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
8,1,prior_core,random_forest,0.5455630970336853,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
8,1,prior_plus_locked7,xgboost,0.5722620244679069,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
8,1,prior_plus_locked7,lightgbm,0.5681142114965644,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
8,1,prior_plus_locked7,random_forest,0.5866222557399028,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
8,2,prior_core,xgboost,0.4966587062175297,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
8,2,prior_core,lightgbm,0.5161094352270823,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
8,2,prior_core,random_forest,0.5135851349086643,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
8,2,prior_plus_locked7,xgboost,0.5958396178984415,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
8,2,prior_plus_locked7,lightgbm,0.5746606334841629,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
8,2,prior_plus_locked7,random_forest,0.6070889894419306,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
8,3,prior_core,xgboost,0.5265418133065192,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
8,3,prior_core,lightgbm,0.5317161052455169,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
8,3,prior_core,random_forest,0.5236090162560751,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
8,3,prior_plus_locked7,xgboost,0.5432692307692308,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
8,3,prior_plus_locked7,lightgbm,0.5302182838947544,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
8,3,prior_plus_locked7,random_forest,0.5455002513826043,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
8,4,prior_core,xgboost,0.5271178984414279,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
8,4,prior_core,lightgbm,0.5482340372046255,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
8,4,prior_core,random_forest,0.5604156192391486,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
8,4,prior_plus_locked7,xgboost,0.6282679738562091,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
8,4,prior_plus_locked7,lightgbm,0.6377995642701525,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
8,4,prior_plus_locked7,random_forest,0.6420730685436568,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
9,0,prior_core,xgboost,0.5207076420311715,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
9,0,prior_core,lightgbm,0.5217550695491873,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
9,0,prior_core,random_forest,0.5246040723981901,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
9,0,prior_plus_locked7,xgboost,0.5924459527400704,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
9,0,prior_plus_locked7,lightgbm,0.5952635327635327,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
9,0,prior_plus_locked7,random_forest,0.6034753645047763,"{""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
9,1,prior_core,xgboost,0.4583019105077928,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300}"
9,1,prior_core,lightgbm,0.43640020110608346,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
9,1,prior_core,random_forest,0.4615489358136417,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
9,1,prior_plus_locked7,xgboost,0.5769230769230769,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
9,1,prior_plus_locked7,lightgbm,0.5669410926763867,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
9,1,prior_plus_locked7,random_forest,0.581322272498743,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
9,2,prior_core,xgboost,0.45402840623428864,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
9,2,prior_core,lightgbm,0.4919662309368191,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 15}"
9,2,prior_core,random_forest,0.4620621752974694,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
9,2,prior_plus_locked7,xgboost,0.5227920227920229,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
9,2,prior_plus_locked7,lightgbm,0.5190631808278867,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
9,2,prior_plus_locked7,random_forest,0.5567182001005531,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
9,3,prior_core,xgboost,0.5308572146807441,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__n_estimators"": 150}"
9,3,prior_core,lightgbm,0.4915053628288921,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
9,3,prior_core,random_forest,0.5249183006535948,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
9,3,prior_plus_locked7,xgboost,0.5945617563264622,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
9,3,prior_plus_locked7,lightgbm,0.5648567119155354,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 150, ""model__num_leaves"": 15}"
9,3,prior_plus_locked7,random_forest,0.6092885872297638,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
9,4,prior_core,xgboost,0.5993903971845149,"{""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__n_estimators"": 300}"
9,4,prior_core,lightgbm,0.5732989777107425,"{""model__learning_rate"": 0.08, ""model__n_estimators"": 150, ""model__num_leaves"": 7}"
9,4,prior_core,random_forest,0.5976307189542485,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300}"
9,4,prior_plus_locked7,xgboost,0.6666352438411262,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 150}"
9,4,prior_plus_locked7,lightgbm,0.6523797553209318,"{""model__learning_rate"": 0.03, ""model__n_estimators"": 300, ""model__num_leaves"": 7}"
9,4,prior_plus_locked7,random_forest,0.6563180827886711,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300}"
